sports,supernatural,comedy,ecchi,sci-fi,psychological,mahou shoujo,horror,drama,thriller,action,mystery,hentai,music,fantasy,adventure,mecha,slice of life,romance
10627,3783,604,6287,974,98153,100981,16602,690,,987,10194,3479,97862,1202,936,2127,4991,875
10731,3802,605,6318,975,98208,101046,16604,691,,988,10417,3526,97904,1204,937,2128,5056,877
10774,3816,606,6324,976,98314,101090,16606,693,,991,10481,3527,97933,1205,944,2157,5085,878
10780,3861,607,6379,977,98379,101100,16610,694,,992,10490,3529,97937,1207,950,2168,5116,879
10796,3882,610,6381,978,98460,101101,16694,704,,995,10491,3530,98073,1208,953,2170,5118,880
10800,3901,612,6392,980,98473,101104,16700,706,,997,10531,3531,98090,1224,956,2176,5141,881
10862,3910,615,6419,984,98513,101360,17405,707,,998,10568,3532,98107,1225,957,2181,5162,886
10869,3929,621,6425,986,98576,101908,17513,710,,999,10588,3534,98108,1228,958,2182,5163,919
10884,3930,622,6443,992,98658,102007,17615,711,,1000,10589,3536,98133,1237,959,2196,5196,940
10886,3948,623,6460,993,98659,102305,18653,713,,1002,10620,3537,98136,1238,960,2200,5203,942
10964,3958,624,6489,999,98707,102615,18831,715,,1006,10703,3538,98137,1239,961,2205,5244,957
10979,3992,625,6500,1000,98863,102619,19315,718,,1010,10713,3539,98249,1240,969,2212,5279,959
10999,3998,626,6548,1002,99423,103222,19383,719,,1016,10721,3540,98310,1250,970,2215,5299,960
11371,4003,627,6633,1005,99457,103712,19513,721,,1017,10755,3541,98332,1253,971,2234,5300,963
11483,4010,629,6645,1006,99629,103713,19533,723,,1019,10766,3542,98338,1254,974,2253,5304,969
11593,4081,630,6657,1016,99656,104051,20353,725,,1020,10798,3543,98349,1255,976,2254,5374,981
11689,4082,631,6682,1022,99717,104104,20460,730,,1022,10828,3551,98542,1263,978,2255,5415,990
11697,4084,635,6704,1023,99839,104124,20605,731,,1024,10923,3553,98546,1265,984,2256,5468,991
11763,4095,636,6747,1025,99940,104148,20613,733,,1026,10965,3556,98556,1266,985,2257,5472,993
11771,4127,637,6791,1027,99948,104184,20623,734,,1027,11093,3557,98557,1267,986,2258,5473,996
11857,4151,641,6882,1034,99950,104436,20629,736,,1032,11111,3559,98567,1275,987,2260,5492,997
11911,4181,644,6987,1047,100010,104468,20630,741,,1034,11341,3560,98568,1276,996,2265,5494,1003
11917,4197,646,7066,1050,100049,104469,20669,743,,1037,11375,3562,98658,1277,997,2267,5534,1004
11919,4202,648,7088,1051,100184,104509,20754,746,,1043,11531,3563,98791,1278,998,2268,5535,1006
12069,4280,649,7148,1055,100240,104510,20850,747,,1044,11597,3564,98846,1280,1000,2269,5538,1007
12725,4282,650,7322,1059,100251,105387,20888,752,,1051,11685,3565,98847,1283,1001,2273,5670,1008
12745,4318,651,7427,1064,100332,105857,20890,754,,1052,11701,3566,98876,1313,1005,2283,5671,1011
12765,4350,652,7430,1068,100356,106858,20911,755,,1055,11799,3567,99534,1325,1008,2284,5680,1019
12863,4360,653,7453,1069,100388,107300,20952,756,,1057,11981,3569,99742,1331,1009,2285,5712,1020
12875,4382,654,7463,1072,100643,107301,21046,757,,1062,12015,3578,99807,1332,1010,2288,5713,1021
12883,4396,655,7468,1079,100668,107340,21126,758,,1067,12017,3580,99950,1333,1011,2289,5799,1029
12899,4437,656,7540,1080,100718,107490,21132,759,,1072,12117,3581,100178,1337,1017,2291,5865,1032
13073,4450,659,7580,1081,100791,108147,21196,760,,1076,12139,3582,100186,1353,1018,2294,5914,1033
13231,4483,660,7593,1082,100876,108549,21212,762,,1079,12189,3583,100225,1370,1022,2298,5958,1036
13245,4531,664,7739,1085,100931,108630,21223,766,,1080,12259,3584,100255,1376,1023,2299,5984,1039
13261,4548,667,7740,1086,101087,108726,21224,770,,1081,12433,3586,100280,1379,1025,2300,5992,1040
13449,4581,668,7744,1088,101090,108729,21225,771,,1085,12445,3587,100401,1383,1026,2301,6024,1041
13553,4654,669,7774,1089,101132,108730,21300,776,,1087,12467,3622,100502,1402,1027,2302,6045,1042
13837,4712,673,7817,1090,101161,108814,21326,782,,1088,12481,3628,100533,1441,1028,2303,6060,1053
13839,4725,681,7858,1091,101261,109737,21340,785,,1089,12483,3633,100657,1442,1031,2304,6095,1056
13947,4752,682,7875,1092,101283,110643,21341,789,,1090,12485,3635,100665,1469,1032,2305,6098,1065
14131,4789,683,7897,1095,101291,111129,21464,793,,1091,12503,3636,100965,1482,1033,2306,6116,1067
14183,4835,686,8041,1096,101338,111310,21473,795,,1092,12723,3639,101043,1487,1035,2307,6148,1070
14397,4853,687,8057,1100,101349,112612,21487,798,,1101,12879,3643,101097,1493,1044,2308,6149,1071
15059,4879,691,8074,1101,101350,112748,21494,799,,1102,13093,3644,101104,1496,1045,2310,6150,1079
15125,4896,693,8101,1102,101351,113302,21496,811,,1107,13125,3645,101126,1497,1046,2321,6164,1084
15487,4898,694,8241,1103,101387,113348,21498,812,,1111,13299,3648,101169,1498,1050,2322,6187,1086
15785,4918,695,8277,1104,101759,113621,21505,818,,1112,13403,3649,101181,1502,1051,2332,6195,1087
15807,4923,696,8302,1105,101813,113689,21509,819,,1130,13469,3679,101267,1503,1052,2337,6209,1088
15811,4975,705,8358,1111,101921,115656,21560,820,,1132,13587,3680,101281,1517,1058,2361,6217,1089
15875,5034,706,8359,1112,101971,117002,21562,822,,1133,13837,3681,101309,1524,1059,2362,6219,1103
15977,5081,707,8360,1124,102031,117196,21567,825,,1135,13839,3705,101337,1526,1064,2364,6266,1104
15989,5091,710,8361,1126,102037,118638,21636,834,,1136,13843,3706,101546,1531,1068,2382,6273,1105
15993,5178,712,8363,1127,102076,118743,21681,835,,1138,13863,3707,101571,1534,1069,2391,6351,1110
16051,5204,714,8364,1128,102289,119809,21722,836,,1147,14075,3711,101632,1536,1074,2414,6366,1113
16123,5205,715,8365,1129,102351,119947,21754,838,,1150,14189,3728,101633,1546,1076,2448,6372,1115
16149,5300,718,8366,1130,102441,121026,21767,850,,1151,14267,3729,101634,1549,1079,2449,6397,1124
16199,5342,722,8367,1133,102447,121178,21792,852,,1153,14353,3747,101904,1554,1085,2461,6460,1128
16486,5356,727,8368,1137,102467,121179,21799,853,,1156,14467,3771,101905,1556,1086,2473,6479,1129
16514,5421,729,8369,1138,102498,121180,21826,855,,1157,14647,3793,101914,1557,1090,2474,6491,1130
16552,5427,738,8407,1140,102563,121567,21897,856,,1167,14735,3795,101992,1558,1094,2482,6509,1140
16572,5484,744,8424,1143,102580,122292,21898,858,,1176,14807,3802,102094,1563,1098,2484,6512,1141
16650,5493,746,8456,1144,102621,122572,87457,859,,1180,14943,3824,102167,1564,1099,2510,6520,1142
16824,5530,749,8464,1146,102649,123330,97593,861,,1181,15037,3826,102358,1567,1100,2516,6525,1144
16894,5538,750,8465,1147,102682,126885,97643,863,,1182,15085,3833,102368,1573,1107,2521,6571,1146
16916,5576,751,8507,1149,102734,126905,97715,873,,1183,15109,3883,102369,1578,1108,2581,6574,1156
17092,5603,759,8577,1151,102762,128399,97890,874,,1185,15211,3888,102385,1585,1110,2582,6604,1165
17100,5653,761,8599,1152,102764,129814,97918,876,,1186,15347,3890,102454,1590,1111,2583,6625,1166
17102,5688,763,8619,1154,102930,130777,97956,877,,1191,15689,3895,102455,1613,1112,2584,6629,1174
17104,5719,764,8635,1155,103018,131045,97986,879,,1194,15819,3896,102456,1617,1117,2585,6630,1182
17249,5734,765,8643,1156,103019,132034,97989,885,,1195,15933,3902,102457,1622,1118,2586,6657,1189
17259,5760,766,8668,1157,103138,133007,98239,889,,1202,16009,3908,102465,1638,1119,2598,6688,1191
17307,5802,767,8765,1160,103316,133521,98379,891,,1221,16035,3910,102485,1641,1120,2599,6709,1195
17313,5827,769,8795,1165,103354,134131,98389,915,,1224,16247,3911,102514,1642,1121,2600,6759,1198
17315,5828,773,8841,1166,103432,135864,98432,918,,1225,16393,3912,102526,1644,1122,2601,6791,1210
17317,5926,776,8861,1167,103451,136080,98442,919,,1228,16498,3916,102566,1657,1123,2604,6802,1216
17321,5930,783,8876,1168,103453,136119,98460,930,,1231,16592,3917,102617,1658,1132,2607,6822,1217
17439,5958,785,8889,1169,103638,136397,98655,936,,1232,16700,3918,102624,1659,1136,2619,6862,1218
17441,5978,786,8993,1175,103926,136546,98662,942,,1239,16890,3919,102625,1681,1137,2620,6885,1219
17443,6050,788,9014,1177,104051,138511,98663,943,,1240,17074,3920,102628,1683,1138,2686,6935,1220
17445,6069,792,9041,1178,104155,139020,98978,949,,1244,17267,3921,102647,1688,1139,2695,6947,1222
17447,6124,793,9063,1179,104157,139228,99349,953,,1246,17403,3922,102656,1691,1140,2704,6956,1224
17659,6129,796,9167,1180,104158,,99531,957,,1248,17487,3939,102664,1696,1141,2713,6959,1225
17665,6169,797,9181,1184,104169,,99629,959,,1249,18195,3940,102673,1699,1143,2723,6984,1226
17669,6171,799,9201,1185,104243,,99656,960,,1252,18397,3941,102674,1708,1145,2724,7059,1233
17671,6184,800,9202,1186,104359,,99698,963,,1253,18429,3942,102675,1709,1149,2731,7062,1234
17819,6276,808,9260,1187,104363,,99704,967,,1254,19367,3944,102691,1722,1150,2734,7157,1235
17821,6330,810,9355,1191,104382,,99709,969,,1256,19705,3945,102710,1723,1153,2735,7158,1239
17893,6344,811,9362,1194,104408,,99843,976,,1261,19971,3950,102771,1724,1154,2747,7164,1240
18005,6413,813,9367,1202,104416,,99845,979,,1262,19991,3951,102778,1726,1155,2758,7465,1248
18097,6444,814,9493,1206,104434,,99856,985,,1268,20423,3953,102780,1727,1157,2759,7482,1250
18121,6500,816,9506,1211,104528,,99940,990,,1269,20441,3970,102789,1731,1158,2760,7518,1251
18177,6512,817,9515,1212,104990,,100010,993,,1270,20457,3976,102930,1732,1159,2761,7547,1252
18179,6547,818,9581,1215,105401,,100226,996,,1283,20461,3980,102944,1744,1161,2775,7571,1263
18327,6573,824,9587,1220,105807,,100240,997,,1285,20468,3981,102983,1751,1162,2795,7575,1271
18339,6676,831,9600,1221,106226,,100643,998,,1286,20507,3982,103015,1762,1163,2803,7593,1275
18341,6680,833,9618,1224,106240,,101016,999,,1292,20521,3983,103019,1763,1164,2808,7597,1278
18377,6682,834,9624,1226,106538,,101086,1000,,1303,20526,3992,103048,1766,1165,2811,7627,1293
18443,6707,836,9736,1230,106548,,101283,1001,,1313,20534,3995,103049,1772,1166,2816,7629,1327
18475,6736,837,9741,1231,106556,,101351,1016,,1327,20546,3998,103110,1775,1168,2818,7643,1328
18507,6746,840,9744,1232,106557,,101411,1019,,1331,20555,3999,103118,1777,1169,2837,7666,1375
18617,6747,841,9750,1234,106563,,101430,1020,,1336,20556,4000,103163,1807,1170,2839,7667,1381
18619,6773,842,9751,1236,106565,,101525,1021,,1338,20593,4004,103254,1808,1171,2904,7674,1402
18689,6787,846,9790,1241,106567,,101743,1022,,1340,20595,4009,103302,1815,1172,2906,7705,1405
18759,6793,849,9922,1244,106919,,101759,1023,,1341,20605,4010,103311,1816,1176,2916,7709,1406
18983,6831,850,9924,1247,106920,,101874,1024,,1342,20606,4011,103342,1818,1178,2941,7770,1452
19049,6832,851,9936,1248,106921,,102000,1026,,1343,20642,4017,103343,1826,1179,2946,7791,1453
19063,6864,852,10045,1249,106930,,102073,1029,,1344,20652,4027,103346,1827,1181,2969,7816,1454
19151,6883,853,10073,1251,107176,,102289,1030,,1345,20661,4034,103347,1828,1184,2974,7870,1459
19271,6895,854,10076,1253,107191,,102315,1032,,1347,20670,4057,103348,1829,1186,2978,7877,1481
19297,6904,857,10079,1254,107194,,102351,1033,,1348,20677,4084,103357,1830,1189,2980,7955,1486
19515,6920,859,10109,1255,107195,,102447,1034,,1349,20697,4127,103369,1834,1190,2987,7972,1488
19613,6922,860,10110,1256,107441,,102570,1039,,1351,20711,4157,103373,1836,1194,3044,7980,1497
19647,6954,861,10172,1257,107660,,102581,1041,,1352,20713,4161,103379,1839,1195,3059,8123,1509
19669,6971,863,10187,1258,107874,,102597,1042,,1355,20751,4164,103400,1840,1200,3060,8129,1514
19671,6974,866,10196,1259,107879,,102785,1044,,1356,20752,4178,103403,1848,1202,3061,8142,1516
19683,6978,867,10209,1260,107970,,102832,1047,,1357,20754,4260,103407,1849,1205,3070,8178,1530
19887,6980,868,10213,1261,108170,,103222,1049,,1361,20779,4278,103416,1850,1207,3079,8197,1531
19943,6985,869,10219,1262,108275,,103316,1053,,1362,20790,4304,103418,1851,1208,3098,8234,1532
19947,7014,870,10301,1264,108307,,103414,1056,,1372,20818,4310,103430,1855,1211,3099,8235,1533
19973,7079,872,10308,1270,108554,,103479,1065,,1378,20829,4340,103437,1860,1212,3101,8345,1537
20115,7135,875,10465,1279,108632,,103753,1069,,1381,20848,4342,103469,1863,1224,3114,8358,1539
20143,7169,877,10491,1285,108731,,103926,1071,,1383,20850,4350,103480,1864,1225,3135,8359,1540
20237,7170,880,10547,1286,108868,,104127,1080,,1384,20859,4355,103489,1866,1226,3146,8360,1543
20444,7171,881,10572,1287,108869,,104243,1082,,1391,20866,4356,103496,1872,1230,3151,8361,1546
20450,7179,882,10578,1288,108878,,104327,1083,,1393,20878,4357,103538,1881,1231,3222,8362,1552
20464,7307,883,10582,1289,109007,,104330,1084,,1397,20879,4358,103702,1882,1233,3223,8363,1555
20510,7311,886,10611,1290,109098,,104552,1087,,1399,20880,4360,103718,1885,1236,3232,8364,1563
20522,7477,891,10628,1293,109101,,104746,1088,,1400,20888,4363,103740,1886,1237,3256,8365,1567
20603,7495,892,10711,1295,109192,,105228,1090,,1430,20890,4364,103752,1890,1238,3270,8366,1568
20607,7510,893,10719,1296,109359,,105807,1091,,1437,20908,4365,103847,1894,1239,3271,8367,1569
20614,7531,894,10739,1297,109568,,106146,1092,,1439,20918,4369,103870,1902,1247,3287,8368,1570
20639,7592,895,10790,1298,109938,,106750,1095,,1442,20931,4378,103871,1904,1249,3288,8369,1578
20675,7619,896,10796,1301,109943,,107257,1096,,1451,20932,4379,103984,1906,1250,3294,8407,1579
20703,7621,897,10845,1302,109944,,107874,1099,,1452,20955,4399,104127,1907,1251,3305,8426,1581
20723,7662,898,10920,1303,110228,,107876,1107,,1454,20958,4400,104148,1914,1252,3307,8431,1588
20725,7723,899,10924,1312,110350,,107880,1116,,1455,20966,4463,104190,1915,1253,3315,8496,1591
20747,7724,900,10933,1314,110381,,108576,1117,,1456,21004,4473,104334,1929,1254,3325,8516,1592
20788,7739,901,10934,1335,110467,,108725,1118,,1457,21008,4479,104358,1930,1255,3327,8518,1606
20808,7745,902,11005,1336,110579,,109603,1119,,1458,21040,4480,104391,1931,1256,3352,8524,1607
20820,7762,903,11209,1338,110580,,110206,1120,,1459,21042,4487,104456,1932,1257,3361,8546,1619
20833,7858,904,11255,1344,110627,,110446,1121,,1460,21066,4488,104567,1937,1258,3399,8547,1637
20834,7980,905,11319,1346,110629,,110459,1130,,1465,21126,4489,104577,1938,1259,3406,8548,1642
20842,7981,906,11499,1347,111023,,111314,1132,,1468,21189,4490,104632,1939,1260,3410,8550,1644
20854,8064,907,11597,1348,111030,,113315,1136,,1469,21190,4491,104926,1943,1262,3429,8551,1648
20861,8068,908,11617,1349,111344,,113337,1137,,1470,21203,4492,104937,1947,1264,3430,8557,1654
20884,8074,910,11633,1350,111730,,114441,1140,,1473,21212,4493,105196,1951,1265,3432,8560,1679
20941,8142,914,11763,1351,111732,,114446,1141,,1474,21213,4494,105200,1952,1266,3447,8603,1688
20942,8145,916,11769,1352,111945,,114525,1142,,1475,21225,4495,105244,1954,1267,3481,8626,1689
20990,8146,917,11773,1355,111967,,114606,1144,,1476,21234,4496,105246,1955,1270,3485,8631,1691
20992,8149,918,11859,1357,112030,,114622,1145,,1477,21249,4497,105899,1960,1276,3486,8661,1692
21078,8150,920,12065,1358,112078,,114756,1153,,1478,21262,4498,105906,1961,1277,3505,8669,1694
21085,8152,921,12131,1361,112079,,114947,1154,,1481,21283,4502,105962,1978,1279,3508,8671,1698
21091,8153,932,12237,1371,112129,,116054,1156,,1482,21286,4541,106433,1979,1283,3561,8675,1699
21114,8154,933,12239,1374,112137,,117343,1165,,1484,21291,4555,106494,1990,1287,3572,8676,1701
21120,8155,936,12293,1377,112323,,118081,1168,,1488,21311,4556,106542,1994,1292,3579,8680,1711
21136,8156,940,12343,1380,112641,,119258,1169,,1490,21314,4557,106606,1996,1295,3609,8701,1718
21158,8157,941,12347,1381,113024,,119689,1177,,1492,21331,4558,107189,1998,1301,3626,8713,1720
21171,8158,942,12401,1382,113199,,119790,1184,,1493,21341,4560,107252,2006,1312,3653,8719,1721
21194,8194,943,12449,1391,113256,,119978,1186,,1498,21360,4561,107447,2016,1313,3670,8726,1722
21197,8208,949,12467,1392,113266,,120180,1187,,1517,21382,4562,107627,2017,1316,3671,8729,1723
21235,8226,951,12505,1393,113267,,120300,1203,,1519,21399,4575,107738,2020,1325,3676,8731,1725
21236,8227,952,12549,1394,113270,,121062,1204,,1520,21400,4590,107755,2022,1331,3689,8743,1727
21244,8228,957,12579,1395,113271,,123148,1206,,1526,21425,4600,107941,2023,1333,3690,8754,1732
21289,8247,961,12581,1396,113272,,124396,1207,,1529,21427,4601,107942,2029,1336,3735,8769,1734
21298,8278,964,12669,1397,113315,,124494,1210,,1534,21434,4603,107944,2031,1346,3772,8815,1744
21301,8311,965,12729,1398,113316,,125038,1214,,1536,21446,4604,108054,2032,1348,3784,8829,1749
21319,8407,966,12783,1399,113317,,125428,1216,,1538,21447,4606,108245,2037,1351,3785,8832,1750
21320,8408,968,13055,1400,113719,,126016,1217,,1541,21450,4607,108337,2041,1352,3786,8857,1786
21330,8457,974,13093,1407,113812,,126322,1218,,1542,21470,4608,108430,2042,1353,3837,8925,1790
21336,8460,980,13127,1409,113864,,126623,1219,,1553,21487,4638,108577,2044,1355,3880,8950,1799
21348,8476,981,13137,1410,113876,,126639,1222,,1557,21505,4644,108625,2045,1358,3882,9013,1804
21349,8487,982,13161,1411,113917,,126678,1223,,1559,21509,4645,108713,2046,1363,3898,9055,1810
21377,8491,983,13203,1442,114056,,126832,1226,,1560,21520,4653,108735,2047,1365,3915,9213,1815
21407,8493,984,13357,1443,114113,,126833,1230,,1568,21567,4675,108761,2049,1366,3927,9289,1817
21409,8501,986,13367,1444,114124,,127230,1239,,1573,21589,4692,108891,2053,1367,3932,9344,1836
21414,8525,987,13663,1448,114126,,127796,1240,,1575,21636,4693,109010,2054,1369,3935,9348,1838
21437,8536,988,13715,1450,114133,,128369,1241,,1576,21646,4697,109153,2069,1371,3960,9379,1840
21438,8685,990,13781,1457,114194,,130706,1243,,1577,21665,4698,109568,2074,1374,3963,9383,1846
21441,8728,991,13851,1458,114294,,131083,1244,,1582,21679,4699,109670,2078,1379,3964,9396,1847
21513,8745,992,13855,1459,114339,,131149,1246,,1583,21681,4700,109731,2079,1380,3969,9423,1853
21570,8795,993,14073,1460,114436,,131486,1248,,1590,21695,4701,109745,2084,1382,4052,9441,1864
21578,8837,995,14173,1462,114443,,132938,1252,,1596,21705,4714,109856,2085,1398,4058,9471,1866
21639,8841,996,14199,1465,114444,,134045,1263,,1599,21708,4717,109928,2086,1411,4073,9510,1868
21682,8915,997,14283,1466,114445,,135108,1268,,1603,21712,4729,110219,2087,1412,4075,9547,1872
21698,8937,998,14663,1468,114446,,135429,1276,,1604,21745,4730,110247,2098,1413,4107,9548,1874
21702,8986,999,14827,1480,114466,,135589,1277,,1606,21778,4731,110495,2100,1414,4119,9549,1886
21709,8993,1002,14829,1481,114467,,135660,1287,,1609,21790,4732,110615,2107,1415,4154,9563,1893
21713,9014,1003,14889,1487,114468,,136138,1293,,1614,21791,4763,110733,2113,1416,4183,9617,1901
21715,9062,1006,14893,1490,114469,,136264,1301,,1618,21799,4774,110857,2114,1417,4198,9656,1904
21806,9065,1007,14967,1491,114470,,136665,1302,,1621,21803,4775,111027,2123,1418,4208,9689,1905
21871,9120,1008,15005,1492,114471,,137309,1303,,1622,21823,4799,111082,2133,1419,4232,9734,1906
21879,9127,1009,15119,1494,114524,,138961,1313,,1626,21832,4802,111290,2142,1422,4240,9770,1908
21886,9130,1010,15133,1495,114525,,139093,1324,,1628,21859,4803,111734,2143,1423,4242,9774,1909
21896,9136,1011,15377,1504,114535,,,1325,,1629,21860,4813,111858,2145,1424,4244,9776,1912
97607,9159,1014,15391,1508,114549,,,1327,,1641,21881,4816,111932,2146,1425,4246,9777,1914
97631,9202,1015,15437,1514,114615,,,1329,,1647,21898,4817,111944,2150,1426,4371,9863,1920
97888,9220,1017,15451,1515,114618,,,1336,,1650,87457,4818,111996,2151,1427,4385,9886,1921
97910,9260,1018,15535,1527,114719,,,1341,,1658,87533,4819,111998,2152,1428,4386,9925,1922
97921,9287,1022,15565,1528,114755,,,1342,,1660,97591,4820,112000,2153,1429,4387,9934,1923
97979,9290,1025,15583,1542,114757,,,1343,,1661,97660,4821,112001,2156,1430,4388,9938,1924
98005,9330,1030,15609,1543,114759,,,1344,,1664,97665,4822,112005,2165,1432,4406,9957,1925
98205,9331,1035,15729,1544,114924,,,1356,,1665,97821,4824,112025,2173,1433,4411,9989,1932
98220,9345,1045,15881,1548,115141,,,1361,,1667,97855,4825,112026,2175,1434,4416,10020,1935
98225,9509,1046,16023,1549,115177,,,1363,,1668,97966,4832,112038,2182,1435,4421,10029,1936
