sports,supernatural,comedy,ecchi,sci-fi,psychological,mahou shoujo,horror,drama,thriller,action,mystery,hentai,music,fantasy,adventure,mecha,slice of life,romance
,,5375,,14875,,,,19167,,9390,,,,19645,9416,,112145,98631
,,5383,,14941,,,,19177,,9391,,,,19653,9417,,112166,98635
,,5397,,15177,,,,19315,,9393,,,,19681,9438,,112443,98642
,,5419,,15197,,,,19363,,9403,,,,19687,9491,,112448,98657
,,5449,,15199,,,,19367,,9421,,,,19703,9501,,112454,98762
,,5454,,15201,,,,19391,,9424,,,,19731,9520,,112455,98784
,,5462,,15219,,,,19429,,9438,,,,19769,9521,,112522,98790
,,5466,,15335,,,,19467,,9465,,,,19775,9522,,112608,98820
,,5472,,15391,,,,19555,,9479,,,,19781,9528,,112609,98856
,,5473,,15417,,,,19627,,9488,,,,19815,9531,,112625,98862
,,5474,,15583,,,,19647,,9491,,,,19871,9535,,112641,98878
,,5476,,15699,,,,19695,,9494,,,,19909,9539,,112788,98951
,,5477,,15793,,,,19905,,9498,,,,19951,9584,,112802,98976
,,5484,,15795,,,,19907,,9500,,,,19959,9629,,113051,98977
,,5493,,15863,,,,19909,,9513,,,,19965,9690,,113136,99000
,,5501,,15883,,,,19917,,9520,,,,20021,9760,,113182,99214
,,5520,,15971,,,,19941,,9521,,,,20053,9768,,113231,99347
,,5521,,16005,,,,19943,,9522,,,,20159,9785,,113262,99348
,,5526,,16033,,,,19957,,9526,,,,20173,9786,,113263,99361
,,5549,,16035,,,,19973,,9528,,,,20187,9789,,113269,99423
,,5554,,16041,,,,20143,,9539,,,,20231,9792,,113302,99441
,,5578,,16049,,,,20205,,9544,,,,20267,9798,,113311,99468
,,5597,,16131,,,,20207,,9568,,,,20383,9806,,113332,99531
,,5618,,16157,,,,20223,,9613,,,,20423,9839,,113333,99548
,,5648,,16159,,,,20225,,9629,,,,20431,9857,,113348,99555
,,5667,,16251,,,,20227,,9646,,,,20442,9858,,113397,99556
,,5670,,16259,,,,20229,,9690,,,,20447,9862,,113416,99578
,,5678,,16303,,,,20231,,9691,,,,20451,9878,,113418,99637
,,5680,,16331,,,,20235,,9706,,,,20462,9906,,113463,99658
,,5681,,16389,,,,20371,,9708,,,,20467,9917,,113469,99659
,,5684,,16399,,,,20457,,9716,,,,20472,9947,,113596,99726
,,5688,,16524,,,,20463,,9724,,,,20476,9963,,113655,99750
,,5690,,16528,,,,20464,,9735,,,,20478,9973,,113692,99817
,,5710,,16554,,,,20466,,9737,,,,20496,9982,,113693,99818
,,5713,,16558,,,,20469,,9745,,,,20501,9991,,113719,99858
,,5715,,16560,,,,20478,,9751,,,,20502,9999,,113811,99894
,,5719,,16562,,,,20480,,9756,,,,20503,10005,,113812,99911
,,5751,,16566,,,,20481,,9759,,,,20506,10017,,113814,99916
,,5762,,16568,,,,20491,,9781,,,,20507,10028,,113932,99934
,,5764,,16590,,,,20492,,9793,,,,20511,10033,,113945,99935
,,5772,,16592,,,,20500,,9797,,,,20515,10074,,113970,99939
,,5774,,16614,,,,20501,,9799,,,,20526,10105,,113993,99963
,,5781,,16696,,,,20506,,9806,,,,20530,10118,,114065,99964
,,5783,,16702,,,,20521,,9837,,,,20534,10135,,114113,100004
,,5799,,16748,,,,20527,,9851,,,,20542,10136,,114121,100085
,,5810,,16784,,,,20533,,9861,,,,20550,10137,,114194,100112
,,5814,,16794,,,,20534,,9916,,,,20551,10138,,114195,100133
,,5821,,16810,,,,20536,,9919,,,,20565,10139,,114196,100179
,,5830,,16818,,,,20539,,9936,,,,20568,10149,,114232,100211
,,5833,,16822,,,,20555,,9941,,,,20570,10155,,114263,100245
,,5841,,16830,,,,20560,,9950,,,,20577,10189,,114294,100294
,,5842,,17002,,,,20568,,9969,,,,20580,10194,,114302,100296
,,5844,,17048,,,,20574,,9981,,,,20590,10199,,114336,100305
,,5865,,17080,,,,20576,,9982,,,,20592,10200,,114338,100340
,,5877,,17165,,,,20591,,9993,,,,20594,10202,,114339,100382
,,5880,,17167,,,,20593,,9999,,,,20595,10203,,114340,100432
,,5908,,17187,,,,20596,,10005,,,,20599,10207,,114424,100436
,,5909,,17269,,,,20605,,10015,,,,20601,10218,,114441,100450
,,5914,,17293,,,,20607,,10033,,,,20602,10236,,114443,100451
,,5920,,17407,,,,20613,,10048,,,,20606,10237,,114472,100483
,,5927,,17563,,,,20614,,10049,,,,20609,10244,,114473,100485
,,5928,,17573,,,,20615,,10073,,,,20610,10259,,114513,100486
,,5931,,17599,,,,20623,,10074,,,,20613,10260,,114524,100500
,,5941,,17621,,,,20628,,10075,,,,20617,10263,,114555,100517
,,5947,,17624,,,,20643,,10076,,,,20618,10319,,114557,100518
,,5955,,17641,,,,20659,,10087,,,,20619,10330,,114558,100523
,,5956,,17655,,,,20661,,10092,,,,20626,10336,,114615,100526
,,5957,,17659,,,,20665,,10105,,,,20627,10342,,114618,100635
,,5958,,17677,,,,20672,,10113,,,,20631,10355,,114621,100645
,,5962,,17787,,,,20677,,10153,,,,20646,10370,,114679,100652
,,5967,,17791,,,,20690,,10155,,,,20649,10391,,114744,100667
,,5968,,17887,,,,20691,,10156,,,,20653,10405,,114759,100673
,,5973,,17919,,,,20692,,10161,,,,20663,10444,,114840,100675
,,5978,,17947,,,,20697,,10163,,,,20670,10471,,114863,100684
,,5983,,17959,,,,20698,,10172,,,,20671,10588,,114945,100722
,,5990,,17961,,,,20709,,10189,,,,20672,10589,,114979,100735
,,5992,,17963,,,,20714,,10194,,,,20673,10592,,114981,100741
,,5994,,17965,,,,20715,,10199,,,,20678,10622,,115069,100811
,,5996,,18001,,,,20721,,10200,,,,20683,10623,,115107,101020
,,6023,,18229,,,,20723,,10201,,,,20686,10628,,115113,101021
,,6024,,18247,,,,20755,,10202,,,,20691,10629,,115142,101037
,,6028,,18269,,,,20760,,10203,,,,20692,10686,,115186,101099
,,6030,,18271,,,,20768,,10209,,,,20695,10687,,115191,101103
,,6033,,18283,,,,20770,,10213,,,,20700,10690,,115195,101126
,,6045,,18301,,,,20773,,10218,,,,20704,10701,,115197,101160
,,6062,,18303,,,,20779,,10224,,,,20705,10703,,115239,101166
,,6063,,18305,,,,20792,,10260,,,,20708,10732,,115275,101167
,,6064,,18307,,,,20796,,10294,,,,20712,10740,,115296,101168
,,6067,,18315,,,,20799,,10302,,,,20719,10741,,115519,101213
,,6068,,18319,,,,20800,,10304,,,,20720,10751,,115654,101215
,,6069,,18413,,,,20802,,10308,,,,20730,10766,,115740,101231
,,6075,,18449,,,,20808,,10319,,,,20732,10828,,115794,101289
,,6076,,18463,,,,20812,,10330,,,,20734,10852,,115836,101291
,,6077,,18481,,,,20827,,10336,,,,20736,10904,,115842,101301
,,6093,,18483,,,,20829,,10342,,,,20741,10916,,115843,101310
,,6095,,18627,,,,20839,,10350,,,,20745,10917,,115877,101316
,,6096,,18637,,,,20842,,10360,,,,20748,10924,,115908,101351
,,6097,,18703,,,,20850,,10361,,,,20751,10965,,115925,101374
,,6098,,18713,,,,20866,,10372,,,,20752,10987,,116147,101381
,,6107,,18795,,,,20872,,10396,,,,20753,11009,,116234,101382
,,6112,,18815,,,,20884,,10418,,,,20758,11019,,116267,101387
,,6115,,18841,,,,20908,,10444,,,,20762,11053,,116324,101426
,,6116,,18843,,,,20912,,10447,,,,20767,11061,,116325,101432
,,6117,,18893,,,,20931,,10456,,,,20768,11069,,116327,101501
,,6119,,18967,,,,20935,,10463,,,,20769,11093,,116676,101505
,,6127,,18989,,,,20954,,10465,,,,20770,11095,,116700,101550
,,6130,,19067,,,,20958,,10466,,,,20774,11177,,116740,101573
,,6131,,19163,,,,20963,,10470,,,,20778,11203,,116741,101581
,,6148,,19191,,,,20968,,10479,,,,20779,11241,,116748,101593
,,6149,,19193,,,,20970,,10483,,,,20783,11275,,116805,101609
,,6156,,19195,,,,20972,,10490,,,,20784,11299,,116867,101635
,,6166,,19211,,,,20978,,10526,,,,20787,11319,,116905,101773
,,6178,,19279,,,,20981,,10527,,,,20789,11375,,116979,101789
,,6187,,19319,,,,20990,,10528,,,,20791,11385,,117008,101812
,,6201,,19367,,,,20992,,10545,,,,20792,11421,,117067,101875
,,6203,,19481,,,,20993,,10554,,,,20800,11533,,117150,101902
,,6205,,19573,,,,20996,,10562,,,,20801,11561,,117228,101916
,,6206,,19581,,,,20997,,10563,,,,20802,11659,,117280,101919
,,6209,,19697,,,,21005,,10564,,,,20809,11673,,117398,101920
,,6217,,19775,,,,21006,,10578,,,,20811,11685,,117403,101921
,,6227,,19825,,,,21016,,10581,,,,20827,11717,,117407,101973
,,6234,,19855,,,,21017,,10588,,,,20829,11755,,117496,101996
,,6245,,19873,,,,21032,,10589,,,,20832,11757,,117556,102009
,,6261,,19875,,,,21038,,10592,,,,20835,11773,,117561,102034
,,6287,,19899,,,,21042,,10604,,,,20840,11777,,117569,102054
,,6293,,19977,,,,21044,,10620,,,,20843,11783,,117696,102055
,,6297,,19989,,,,21046,,10622,,,,20845,11787,,117805,102057
,,6299,,19995,,,,21049,,10624,,,,20857,11835,,117913,102063
,,6303,,19997,,,,21051,,10625,,,,20858,11841,,117928,102288
,,6310,,20035,,,,21058,,10628,,,,20862,11853,,117960,102313
,,6311,,20045,,,,21096,,10639,,,,20887,11859,,117969,102316
,,6312,,20057,,,,21114,,10643,,,,20898,12001,,117973,102400
,,6318,,20083,,,,21120,,10647,,,,20920,12049,,117989,102405
,,6324,,20111,,,,21127,,10648,,,,20928,12065,,117990,102425
,,6325,,20233,,,,21132,,10659,,,,20930,12091,,118044,102432
,,6330,,20261,,,,21140,,10681,,,,20935,12113,,118052,102446
,,6331,,20446,,,,21158,,10686,,,,20936,12115,,118054,102457
,,6346,,20449,,,,21170,,10687,,,,20937,12117,,118125,102462
,,6347,,20454,,,,21177,,10689,,,,20947,12119,,118419,102463
,,6355,,20457,,,,21187,,10693,,,,20955,12135,,118569,102464
,,6366,,20458,,,,21189,,10701,,,,20956,12223,,119042,102504
,,6372,,20465,,,,21190,,10702,,,,20958,12231,,119086,102554
,,6377,,20487,,,,21194,,10713,,,,20963,12267,,119342,102557
,,6379,,20507,,,,21196,,10714,,,,20975,12295,,119344,102559
,,6380,,20509,,,,21218,,10715,,,,20976,12321,,119453,102560
,,6413,,20513,,,,21230,,10716,,,,20981,12343,,119454,102561
,,6418,,20514,,,,21234,,10717,,,,20983,12347,,119542,102562
,,6419,,20532,,,,21244,,10731,,,,20986,12371,,119696,102571
,,6425,,20533,,,,21249,,10739,,,,20993,12399,,119771,102597
,,6431,,20534,,,,21258,,10751,,,,20994,12413,,119772,102598
,,6434,,20541,,,,21260,,10757,,,,21001,12471,,119781,102599
,,6437,,20543,,,,21262,,10763,,,,21008,12477,,119788,102600
,,6438,,20553,,,,21268,,10780,,,,21033,12529,,119817,102601
,,6443,,20557,,,,21287,,10790,,,,21043,12589,,119872,102602
,,6460,,20559,,,,21289,,10793,,,,21055,12613,,119941,102603
,,6468,,20560,,,,21291,,10794,,,,21058,12663,,120046,102619
,,6481,,20561,,,,21296,,10802,,,,21064,12671,,120055,102623
,,6482,,20562,,,,21313,,10808,,,,21077,12709,,120123,102662
,,6484,,20563,,,,21319,,10810,,,,21092,12715,,120135,102674
,,6489,,20568,,,,21326,,10812,,,,21093,12791,,120150,102675
,,6496,,20569,,,,21335,,10815,,,,21098,12795,,120209,102681
,,6505,,20571,,,,21339,,10845,,,,21103,12799,,120211,102772
,,6509,,20591,,,,21348,,10852,,,,21104,12807,,120485,102832
,,6512,,20594,,,,21355,,10882,,,,21110,12851,,120519,102882
,,6520,,20616,,,,21360,,10886,,,,21115,12859,,120646,102973
,,6525,,20623,,,,21366,,10893,,,,21116,12887,,120687,103000
,,6528,,20628,,,,21368,,10924,,,,21119,12895,,120697,103009
,,6547,,20629,,,,21376,,10937,,,,21123,12901,,120771,103017
,,6555,,20630,,,,21382,,10964,,,,21131,12929,,120851,103022
,,6557,,20632,,,,21399,,11001,,,,21134,13029,,120873,103023
,,6560,,20643,,,,21400,,11017,,,,21137,13047,,120905,103076
,,6566,,20650,,,,21407,,11021,,,,21138,13103,,121043,103125
,,6567,,20658,,,,21412,,11043,,,,21144,13169,,121057,103139
,,6571,,20659,,,,21421,,11061,,,,21154,13185,,121176,103256
,,6572,,20666,,,,21428,,11077,,,,21184,13201,,121221,103302
,,6574,,20675,,,,21450,,11087,,,,21186,13203,,121223,103303
,,6579,,20677,,,,21460,,11099,,,,21188,13231,,121224,103333
,,6582,,20680,,,,21462,,11103,,,,21191,13239,,121478,103334
,,6586,,20686,,,,21471,,11141,,,,21192,13247,,121479,103359
,,6604,,20690,,,,21485,,11209,,,,21196,13249,,121527,103368
,,6609,,20726,,,,21493,,11227,,,,21202,13251,,121536,103376
,,6625,,20729,,,,21496,,11241,,,,21218,13255,,121592,103386
,,6628,,20739,,,,21498,,11255,,,,21221,13271,,121672,103389
,,6637,,20759,,,,21499,,11266,,,,21237,13307,,121678,103543
,,6641,,20760,,,,21500,,11269,,,,21247,13331,,121679,103555
,,6645,,20762,,,,21519,,11281,,,,21248,13423,,121799,103572
,,6654,,20763,,,,21544,,11285,,,,21249,13439,,121964,103631
,,6658,,20764,,,,21560,,11299,,,,21251,13499,,122029,103712
,,6674,,20772,,,,21563,,11319,,,,21258,13535,,122148,103713
,,6684,,20776,,,,21567,,11355,,,,21266,13587,,122184,103775
,,6687,,20778,,,,21578,,11357,,,,21270,13667,,122205,103813
,,6693,,20786,,,,21586,,11359,,,,21271,13669,,122206,103873
,,6695,,20788,,,,21596,,11371,,,,21275,13679,,122207,103886
,,6702,,20806,,,,21638,,11375,,,,21276,13731,,122208,103888
,,6705,,20821,,,,21647,,11385,,,,21277,13789,,122241,103900
,,6707,,20824,,,,21657,,11405,,,,21281,13821,,122248,103922
,,6709,,20849,,,,21658,,11441,,,,21288,13931,,122322,103934
,,6712,,20853,,,,21672,,11471,,,,21304,14093,,122497,104003
,,6713,,20866,,,,21673,,11547,,,,21305,14123,,122531,104029
,,6714,,20872,,,,21682,,11617,,,,21313,14249,,123056,104041
,,6727,,20881,,,,21683,,11635,,,,21318,14267,,123077,104070
,,6731,,20882,,,,21685,,11661,,,,21322,14333,,123078,104073
,,6741,,20893,,,,21688,,11663,,,,21323,14349,,123284,104080
,,6743,,20897,,,,21698,,11695,,,,21335,14355,,123330,104117
,,6748,,20905,,,,21701,,11703,,,,21340,14381,,123406,104157
,,6759,,20907,,,,21702,,11705,,,,21355,14407,,123407,104176
,,6760,,20919,,,,21703,,11737,,,,21356,14513,,123417,104180
,,6761,,20922,,,,21709,,11741,,,,21361,14537,,123802,104217
,,6762,,20928,,,,21710,,11743,,,,21363,14617,,123885,104284
,,6774,,20932,,,,21711,,11751,,,,21364,14719,,123886,104291
,,6779,,20964,,,,21712,,11755,,,,21375,14735,,123994,104307
,,6792,,20965,,,,21719,,11757,,,,21378,14833,,124080,104323
,,6793,,20974,,,,21729,,11759,,,,21379,14837,,124082,104325
,,6796,,20979,,,,21730,,11761,,,,21380,14875,,124132,104326
,,6802,,20995,,,,21732,,11763,,,,21385,14943,,124194,104339
,,6811,,20996,,,,21733,,11767,,,,21387,14997,,124223,104350
,,6822,,20997,,,,21740,,11783,,,,21388,15015,,124337,104351
,,6828,,21002,,,,21741,,11787,,,,21389,15067,,124394,104371
,,6837,,21011,,,,21742,,11813,,,,21390,15077,,124395,104372
,,6862,,21015,,,,21749,,11827,,,,21394,15093,,124472,104409
,,6868,,21019,,,,21751,,11835,,,,21395,15095,,124641,104422
,,6877,,21025,,,,21757,,11837,,,,21398,15133,,124896,104457
,,6878,,21042,,,,21770,,11841,,,,21403,15137,,124960,104464
,,6882,,21043,,,,21771,,11859,,,,21410,15323,,125034,104477
,,6883,,21056,,,,21788,,11933,,,,21412,15347,,125038,104530
,,6885,,21057,,,,21803,,11977,,,,21413,15479,,125261,104557
,,6889,,21070,,,,21806,,11979,,,,21422,15579,,125264,104562
,,6896,,21072,,,,21823,,11995,,,,21425,15611,,125266,104647
,,6899,,21087,,,,21825,,12001,,,,21426,15743,,125268,104722
,,6900,,21112,,,,21827,,12015,,,,21428,15751,,125322,104748
,,6907,,21116,,,,21831,,12017,,,,21432,15783,,125367,104749
,,6917,,21126,,,,21832,,12029,,,,21435,15813,,125368,104922
,,6927,,21127,,,,21833,,12031,,,,21439,15823,,125426,105018
,,6930,,21131,,,,21836,,12049,,,,21449,15905,,125440,105080
,,6932,,21140,,,,21838,,12053,,,,21462,15913,,125446,105238
,,6941,,21154,,,,21860,,12061,,,,21474,15915,,125447,105334
,,6945,,21157,,,,21871,,12065,,,,21476,15937,,125790,105626
,,6946,,21178,,,,21875,,12067,,,,21480,16009,,125887,105807
,,6947,,21190,,,,21877,,12079,,,,21482,16021,,126168,105873
,,6956,,21201,,,,21885,,12091,,,,21485,16027,,126192,105901
,,6958,,21210,,,,21887,,12113,,,,21488,16041,,126205,105932
,,6959,,21218,,,,21893,,12115,,,,21489,16143,,126213,105970
,,6964,,21231,,,,87435,,12139,,,,21491,16163,,126288,105989
,,6965,,21236,,,,87495,,12157,,,,21493,16239,,126363,106051
,,6974,,21249,,,,87498,,12223,,,,21497,16247,,126371,106165
,,6984,,21252,,,,87500,,12231,,,,21499,16251,,126395,106215
,,6988,,21256,,,,87504,,12279,,,,21500,16255,,126397,106239
,,6993,,21264,,,,97590,,12281,,,,21504,16345,,126402,106240
,,6994,,21265,,,,97619,,12283,,,,21506,16363,,126425,106246
,,6999,,21268,,,,97642,,12317,,,,21514,16385,,126437,106286
,,7004,,21287,,,,97643,,12337,,,,21535,16389,,126438,106438
,,7016,,21288,,,,97665,,12343,,,,21553,16468,,126440,106550
,,7017,,21294,,,,97669,,12347,,,,21557,16480,,126612,106559
,,7020,,21295,,,,97682,,12361,,,,21560,16482,,126620,106894
,,7021,,21300,,,,97734,,12367,,,,21563,16510,,126652,107067
,,7022,,21319,,,,97735,,12413,,,,21573,16518,,126790,107068
,,7024,,21362,,,,97757,,12419,,,,21574,16524,,126793,107176
,,7025,,21378,,,,97766,,12439,,,,21586,16556,,126831,107193
,,7026,,21380,,,,97769,,12441,,,,21590,16586,,126843,107201
,,7027,,21383,,,,97832,,12471,,,,21596,16590,,126865,107252
,,7028,,21386,,,,97833,,12487,,,,21599,16678,,126875,107255
,,7029,,21390,,,,97855,,12503,,,,21608,16680,,126877,107298
,,7030,,21396,,,,97858,,12505,,,,21611,16728,,126886,107352
,,7032,,21403,,,,97859,,12529,,,,21612,16752,,126897,107370
,,7041,,21404,,,,97860,,12561,,,,21613,16754,,127105,107371
,,7044,,21416,,,,97875,,12565,,,,21631,16756,,127163,107441
,,7045,,21421,,,,97880,,12651,,,,21641,16778,,127227,107535
,,7054,,21429,,,,97889,,12709,,,,21644,16780,,127371,107617
,,7062,,21430,,,,97908,,12715,,,,21650,16784,,127412,107625
,,7066,,21434,,,,97918,,12725,,,,21651,16788,,127549,107627
,,7081,,21451,,,,97922,,12745,,,,21660,16798,,127550,107660
,,7082,,21452,,,,97958,,12753,,,,21662,16800,,127619,107727
,,7088,,21458,,,,97962,,12765,,,,21674,16808,,127689,107743
,,7090,,21463,,,,97977,,12767,,,,21676,16810,,127911,107882
,,7108,,21469,,,,97980,,12799,,,,21687,16814,,128019,107912
,,7124,,21471,,,,97983,,12851,,,,21688,16816,,128059,107961
,,7148,,21483,,,,97984,,12857,,,,21696,16818,,128215,107974
,,7152,,21496,,,,97986,,12859,,,,21699,16830,,128223,107984
,,7157,,21498,,,,97995,,12879,,,,21700,16832,,128369,108062
,,7158,,21508,,,,98005,,12885,,,,21704,16834,,128394,108279
,,7160,,21509,,,,98035,,12887,,,,21706,16838,,128397,108430
,,7175,,21511,,,,98056,,12895,,,,21710,17088,,128398,108487
,,7176,,21534,,,,98073,,12929,,,,21714,17090,,128399,108489
,,7177,,21540,,,,98108,,12979,,,,21717,17115,,128418,108577
,,7189,,21563,,,,98129,,13041,,,,21718,17131,,128526,108581
,,7211,,21566,,,,98133,,13067,,,,21719,17137,,128527,108748
,,7243,,21590,,,,98134,,13115,,,,21728,17165,,128545,108891
,,7244,,21592,,,,98136,,13117,,,,21729,17167,,128563,108936
,,7247,,21602,,,,98143,,13119,,,,21732,17201,,128643,108988
,,7255,,21624,,,,98202,,13127,,,,21738,17205,,128703,109020
,,7261,,21637,,,,98217,,13143,,,,21741,17221,,128705,109102
,,7303,,21652,,,,98223,,13145,,,,21742,17223,,128738,109125
,,7307,,21658,,,,98224,,13161,,,,21744,17265,,128739,109171
,,7322,,21672,,,,98239,,13169,,,,21760,17341,,129046,109203
,,7329,,21673,,,,98291,,13185,,,,21771,17407,,129134,109261
,,7330,,21677,,,,98306,,13201,,,,21776,17419,,129191,109287
,,7337,,21684,,,,98314,,13203,,,,21780,17457,,129195,109321
,,7367,,21705,,,,98320,,13239,,,,21788,17469,,129261,109326
,,7375,,21707,,,,98385,,13245,,,,21794,17473,,129320,109355
,,7396,,21708,,,,98402,,13271,,,,21801,17489,,129328,109357
,,7419,,21712,,,,98436,,13307,,,,21815,17521,,129462,109412
,,7427,,21714,,,,98441,,13331,,,,21817,17619,,129588,109413
,,7430,,21729,,,,98448,,13335,,,,21820,17624,,129817,109484
,,7445,,21730,,,,98449,,13391,,,,21827,17657,,129819,109492
,,7446,,21732,,,,98451,,13411,,,,21829,17675,,129838,109621
,,7448,,21740,,,,98460,,13601,,,,21831,17687,,129845,109821
,,7449,,21746,,,,98469,,13667,,,,21843,17699,,130003,109867
,,7450,,21747,,,,98470,,13669,,,,21855,17873,,130188,109939
,,7451,,21748,,,,98471,,13693,,,,21858,17919,,130254,110120
,,7452,,21749,,,,98475,,13709,,,,21860,17969,,130255,110121
,,7461,,21750,,,,98476,,13727,,,,21861,18115,,130305,110211
,,7463,,21752,,,,98478,,13769,,,,21874,18229,,130319,110229
,,7466,,21755,,,,98479,,13835,,,,21875,18269,,130392,110249
,,7468,,21766,,,,98495,,13843,,,,21880,18273,,130402,110265
,,7471,,21771,,,,98514,,13863,,,,21891,18275,,130439,110371
,,7472,,21783,,,,98520,,13927,,,,21892,18283,,130447,110458
,,7474,,21787,,,,98526,,13939,,,,87438,18303,,130448,110547
,,7498,,21788,,,,98573,,13993,,,,87480,18307,,130515,110620
,,7501,,21793,,,,98578,,14039,,,,87485,18309,,130527,111001
,,7505,,21814,,,,98635,,14067,,,,87489,18311,,130558,111029
,,7529,,21824,,,,98642,,14075,,,,87496,18313,,130568,111125
,,7540,,21830,,,,98658,,14095,,,,87499,18315,,130592,111290
,,7549,,21832,,,,98659,,14117,,,,87504,18321,,130707,111305
,,7550,,21848,,,,98662,,14123,,,,87505,18329,,130742,111734
,,7561,,21852,,,,98663,,14131,,,,87506,18331,,130777,111762
,,7568,,21853,,,,98707,,14237,,,,87507,18393,,130962,112079
,,7569,,21855,,,,98762,,14283,,,,87527,18489,,131044,112124
,,7575,,21863,,,,98778,,14345,,,,87528,18491,,131083,112125
,,7578,,21884,,,,98784,,14347,,,,87539,18521,,131182,112293
,,7579,,21893,,,,98820,,14407,,,,97604,18533,,131477,112300
,,7590,,21894,,,,98861,,14467,,,,97617,18603,,131516,112353
,,7591,,87458,,,,98863,,14513,,,,97634,18731,,131520,112443
,,7593,,87481,,,,98876,,14527,,,,97635,18821,,131548,112454
,,7596,,87482,,,,98884,,14529,,,,97636,18937,,131598,112641
,,7597,,87483,,,,98885,,14543,,,,97642,18939,,131866,112667
,,7605,,87487,,,,98977,,14617,,,,97643,18941,,132000,112788
,,7617,,87504,,,,99147,,14623,,,,97645,18943,,132096,112818
,,7627,,97660,,,,99302,,14629,,,,97660,19087,,132171,112930
,,7629,,97668,,,,99363,,14663,,,,97663,19099,,132193,113136
,,7643,,97669,,,,99412,,14675,,,,97674,19105,,132317,113260
,,7645,,97672,,,,99413,,14719,,,,97682,19117,,132347,113286
,,7646,,97707,,,,99423,,14751,,,,97709,19123,,132350,113416
,,7647,,97731,,,,99426,,14765,,,,97715,19125,,132351,113417
,,7655,,97776,,,,99457,,14781,,,,97734,19291,,132405,113419
,,7666,,97819,,,,99476,,14821,,,,97757,19311,,132456,113595
,,7667,,97821,,,,99531,,14829,,,,97767,19325,,132511,113596
,,7669,,97853,,,,99547,,14837,,,,97768,19457,,132512,113722
,,7674,,97874,,,,99548,,14875,,,,97769,19463,,132513,113813
,,7705,,97880,,,,99557,,14913,,,,97815,19489,,132515,113924
,,7720,,97889,,,,99568,,14943,,,,97819,19505,,132530,114065
,,7721,,97922,,,,99608,,14989,,,,97821,19587,,132532,114114
,,7723,,97986,,,,99614,,15059,,,,97851,19645,,132804,114117
,,7739,,97989,,,,99634,,15109,,,,97858,19687,,132806,114194
,,7744,,97995,,,,99672,,15119,,,,97859,19731,,133411,114195
,,7745,,98004,,,,99698,,15133,,,,97860,19773,,133510,114232
,,7750,,98056,,,,99706,,15177,,,,97873,19781,,133849,114433
,,7751,,98092,,,,99714,,15197,,,,97881,19815,,133891,114441
,,7759,,98105,,,,99730,,15199,,,,97891,19825,,133912,114562
,,7761,,98153,,,,99750,,15201,,,,97907,19899,,133965,114840
,,7762,,98173,,,,99807,,15219,,,,97918,19951,,134047,114863
,,7768,,98228,,,,99839,,15315,,,,97940,19957,,134060,114959
,,7769,,98229,,,,99900,,15323,,,,97951,19965,,134226,114963
,,7770,,98231,,,,99934,,15335,,,,97980,19981,,134413,115011
,,7774,,98289,,,,99940,,15359,,,,97981,19983,,134710,115036
,,7782,,98389,,,,100010,,15377,,,,97983,19987,,135102,115113
,,7785,,98449,,,,100049,,15399,,,,97984,19993,,135177,115566
,,7791,,98450,,,,100085,,15407,,,,97985,19995,,135178,115567
,,7805,,98469,,,,100110,,15417,,,,97986,19999,,135381,115801
,,7808,,98470,,,,100130,,15437,,,,97988,20021,,135384,115802
,,7816,,98471,,,,100178,,15451,,,,97996,20111,,135539,115821
,,7817,,98477,,,,100181,,15489,,,,98004,20113,,135776,115834
,,7857,,98504,,,,100211,,15565,,,,98033,20141,,135836,115844
,,7858,,98505,,,,100227,,15583,,,,98035,20147,,135909,115846
,,7861,,98513,,,,100245,,15611,,,,98059,20159,,135923,115900
,,7870,,98516,,,,100251,,15613,,,,98069,20173,,135939,116054
,,7882,,98521,,,,100268,,15633,,,,98073,20175,,136143,116137
,,7902,,98573,,,,100283,,15651,,,,98094,20185,,136221,116138
,,7915,,98576,,,,100298,,15751,,,,98095,20189,,136222,116147
,,7939,,98579,,,,100306,,15785,,,,98096,20381,,136435,116267
,,7956,,98595,,,,100330,,15793,,,,98104,20441,,136436,116605
,,7972,,98745,,,,100332,,15795,,,,98143,20447,,136474,116648
,,7980,,98752,,,,100388,,15811,,,,98144,20449,,136490,116848
,,7981,,98765,,,,100401,,15847,,,,98186,20462,,136512,116964
,,8022,,98814,,,,100402,,15863,,,,98208,20471,,136517,117196
,,8023,,98875,,,,100465,,15883,,,,98249,20474,,136582,117411
,,8025,,98999,,,,100500,,15905,,,,98297,20485,,136645,117496
,,8038,,99055,,,,100523,,15933,,,,98319,20487,,136646,117572
,,8041,,99084,,,,100526,,15959,,,,98402,20494,,136657,117573
,,8057,,99088,,,,100643,,15961,,,,98421,20502,,136677,117612
,,8062,,99413,,,,100652,,16005,,,,98436,20504,,136779,117913
,,8063,,99420,,,,100658,,16011,,,,98437,20506,,136829,117989
,,8078,,99423,,,,100661,,16021,,,,98438,20515,,136880,118044
,,8097,,99424,,,,100663,,16035,,,,98448,20526,,136946,118051
,,8101,,99425,,,,100673,,16049,,,,98449,20550,,137039,118126
,,8108,,99527,,,,100723,,16131,,,,98451,20552,,137138,118202
,,8109,,99530,,,,100749,,16157,,,,98491,20562,,137227,118375
,,8123,,99547,,,,100769,,16159,,,,98502,20563,,137281,118419
